file,uri,title,description,eqf_level_id
data/nlqf/a6d9efb3-284a-40d5-80a4-ea7c534c5d73.json,http://purl.s-bb.nl/data/a6d9efb3-284a-40d5-80a4-ea7c534c5d73,Medewerker toezicht en veiligheid (Gewijzigd 2017),"The supervision and security employee patrols, recognizable in uniform, on the street in his neighborhood or work area. He promotes the quality of life in his area of work and pays attention to specific nuisance and unsafe situations, or is generally present to provide services or prevent. He calls people to account for undesirable behaviour, but does not have the authority to impose sanctions. He has the same powers as another citizen, he can arrest perpetrators of a criminal offense in the act. The supervision and safety officer is aware of his public task and feels responsible for the quality of life in his neighborhood or work area. This means, for example, that he reports nuisance, pollution or destruction to the right authorities. The result of his work is an environment where safety and quality of life are as optimal as possible.

The most important activities of a Supervisory and Security Officer are: Core task B1-K1 Supervises the public domain Prepares a surveillance Surveillance and supervises Takes corrective action Conducts a civilian arrest Core task B1-K2 Provides service and provides assistance Informs and refers people Performs (supporting) service activities Provides information about the prevention of (petty) crime Provides assistance",2
data/nlqf/d4bcf779-43e7-4615-8705-1991a2f990a5.json,http://purl.ncpnlqf.nl/data/nl-qualifications/d4bcf779-43e7-4615-8705-1991a2f990a5,Branchediploma Schoonheidsspecialist,"

The beautician performs standard nurturing, relaxing and cosmetic facial, body, hand, nail and foot treatments. She often works as a self-employed person with her own company in her own salon and/or outpatient in people's homes. Possible working environments are also a beauty salon, wellness center, sauna, drugstore or perfumery.",3
data/nlqf/86a9d0b0-ad0a-43e2-81cf-1638f28abf4d.json,http://purl.s-bb.nl/data/86a9d0b0-ad0a-43e2-81cf-1638f28abf4d,Onderwijsassistent (Gewijzigd 2019),"The teaching assistant works in primary education, secondary education, secondary vocational education, special education or adult education. He assists the teacher by guiding students individually or in small groups. He works together with the teacher, but also with other professionals such as administrative and facility staff. He has no independent responsibility within the educational process (teaching). He can also work at an integrated child center or a community school where care and education are combined. Preparing and setting up activities is also part of the task. The teaching assistant plays an important role in the language development of students. In primary education and in special education, he mainly has a caring, pedagogical and didactic role.

The most important activities of a Teaching Assistant are: Core task B1-K1 Guiding children in their development Makes an inventory of the child's needs and wishes Prepares for the implementation of activities Set up rooms in preparation for activities Coordinates the activities with those involved Stimulates development through the offering activities Supports caring tasks Ensures a safe pedagogical climate Evaluates the activities Core task B1-K2 Working on quality and expertise Working on one's own expertise Working on monitoring and promoting quality assurance Core task P3-K1 Carrying out lesson activities in consultation with the teacher Prepares the implementation of lesson activities Conducts lesson activities Offers (specific) development-oriented lesson activities Core task P3-K2 Performs tasks related to the lessons Performs conditional activities for the benefit of the lesson program Performs administrative tasks Supervises and b Supervises outside of class Performs coordinating tasks within the school",4
data/nlqf/51fca33f-cf34-4afa-b283-92c88f40e50d.json,http://purl.s-bb.nl/data/51fca33f-cf34-4afa-b283-92c88f40e50d,Servicemonteur koude- en klimaatsystemen (Gewijzigd 2017),"The service technician for refrigeration and climate systems carries out technical service work on, for example, air conditioning and heat pump systems. He works on location at the customer and inquires about the functioning of the system. He carries out maintenance work and solves malfunctions by means of, for example, cleaning, repair or replacing parts or software. He has technical knowledge of various systems. The service technician for refrigeration and climate systems works independently. Where necessary, he can respond to unexpected situations at the location and has remote contact with his manager.

The most important activities of a Service Engineer refrigeration and climate systems are: Core task B1-K1 Prepares work on refrigeration and climate systems and installs parts Prepares work on refrigeration and climate systems Dismantles components and piping systems of refrigeration and climate systems Places and assembles parts in refrigeration and climate systems Installs piping systems for refrigeration and climate systems Completes work on refrigeration and climate systems Core task P3-K1 Performs technical service activities Inspects and maintains refrigeration and climate systems Analyzes and resolves faults in refrigeration and climate systems Sets simple cooling - and climate systems in operation",3
data/nlqf/36ea2bc3-769d-41a8-88d8-cb3c001159bd.json,http://purl.s-bb.nl/data/36ea2bc3-769d-41a8-88d8-cb3c001159bd,Eerste monteur elektrotechnische installaties in de gebouwde omgeving (Gewijzigd 2022),"The first mechanic electrical installations home and utility works independently at a company that installs, assembles, repairs and renovates electrical installations and systems. These are installations such as general control and distribution systems, light and power installations, building management systems, data and telecom installations and security installations. He works independently or together with colleagues at companies and private individuals at various locations, for example homes, shops and utility buildings. He is responsible for the work done. In practice, he may also have to deal with home automation systems. He gives limited supervision to a fellow mechanic and trainees.

The most important activities of a First Mechanic for electrical installations in the built environment are: Core task B1-K1 Installing electrical installations Preparing electrical installation work Disassembling and repairing electrical components and pipes Checking and mounting components in electrical installations and systems Laying cabling for electrotechnical installations and systems Completion of the electrotechnical installation work Core task P3-K1 Supervising and executing electrotechnical installation work in the built environment Assembling, checking and testing (complex) products and sub-products in the built environment Determining the position and route of components, cables and pipes in the built environment, reading drawings and revising data Switching on and testing electrotechnical systems in the built environment Instructing and supervising technician(s) and monitoring the plans ng Communicate and coordinate with those involved",3
data/nlqf/2a6e0924-f151-4058-abbd-942b407754ed.json,http://purl.s-bb.nl/data/2a6e0924-f151-4058-abbd-942b407754ed,Medewerker voeding en technologie,"The food and technology employee focuses on the preparation, composition and/or packaging of foodstuffs for humans and animals. He is aware of the influence of his work on food quality, productivity and costs. The food employee can be deployed for different products and processes and at different workplaces. He goes through recipes, preparation data and planning, prepares ingredients and packaging and prepares equipment for use. He works according to standard procedures and care systems, at a set pace. The result of his work is that products are developed, produced or packaged on time and in the right quantities. According to company guidelines and procedures.

The most important activities of a food and technology employee are: Core task B1-K1 Taking care of food Ensures the quality of the food Ensures food safety Ensures internal and external information exchange Core task P1-K1 Preparing food Prepares product preparation Prepares product",2
data/nlqf/541df438-373e-4520-8ae5-985cf5717740.json,http://purl.s-bb.nl/data/541df438-373e-4520-8ae5-985cf5717740,Junior productmanager fashion,"The junior product manager fashion works in the fashion industry. This could be in a head-to-tail company, a wholesaler or a retail organization. The junior fashion product manager is the link between the design, purchasing and sales departments of the company and the supplier(s) and production workshop(s), but does not bear final responsibility. The many contacts abroad and the increasingly frequent internal communication with non-Dutch-speaking managers/colleagues make it necessary for him to be proficient in the English language. A junior fashion product manager is a real organizer with a good sense of fashion, social developments, trends and fashionable products. He is the proverbial 'spider in the web' in the production process of fashion articles and therefore almost an 'all-rounder'. He works accurately and reports clearly and clearly on the course of the process.

The most important activities of a Junior product manager fashion are: Core task B1-K1 Provides input for the collection development to promote sales Collects commercial information Analyzes data for the development of the fashion collection Makes proposals for the collection plan Checks product specifications Makes price calculations for of the commercial feasibility of the collection Presents the commercial data Core task B1-K2 Prepares the production of collection items Processes the order data Prepares the purchase orders Advises on the final production Core task B1-K3 Plans and monitors the production of the collection Makes the production planning Monitors production planning, the production process and logistics Assesses samples and samples Maintains contact with those involved",4
data/nlqf/244b1915-92b1-408c-9703-707adf118092.json,http://purl.ncpnlqf.nl/data/nl-qualifications/244b1915-92b1-408c-9703-707adf118092,Operator Energieproductietechniek (OPEP),"The Operator Energy Production Technology, further abbreviated as OPEP, works within the energy generating sector. The OPEP is an all-round professional who independently and flexibly manages and coordinates energy production processes. OPEP has executive and coordinating tasks in the field of production, quality and maintenance. He/she supervises team members, including production workers and/or (assistant) operators, manages them and acts as a source of information for problems. The OPEP works independently in a team or team and is responsible for his own work and possibly the work of others. The OPEP must maintain a good overview and monitor the production process. OPEP has knowledge of the various installations, equipment and processes that are part of the production installations. OPEP has a good idea of quality, working conditions, safety and the environment and is able to coordinate activities and manage people. OPEP is jointly responsible for the economic, safe and environmentally sound conduct of the work and production. In principle, OPEP works according to company-dependent standard procedures, but deviates from this in a responsible manner if circumstances so require. However, the emphasis is on constantly responding to situations and facts that arise on a daily basis. OPEP applies specialist and in-depth knowledge in the performance of its duties.

When performing the work, the Operator Energy Production Technology, further abbreviated as OPEP, partly follows standard procedures. However, the emphasis is on responding to situations and facts that arise on a daily basis. The OPEP is a specialist who, based on his/her knowledge and insight, independently and flexibly manages and possibly coordinates production processes, in particular steam production. This involves a wide variety of complex processes and the associated monitoring and control equipment, ranging from control and operating devices of machines and equipment to a central control room with integrated measuring and control functions for monitoring and controlling the production process. The OPEP may have tasks in the field of production and quality. The OPEP works independently in a team or team and is responsible for his own work and possibly the work of others. OPEP is responsible for the economic, safe and environmentally sound operation and production. He/she is also responsible for ensuring that work is carried out in accordance with regulations regarding quality, working conditions, safety and the environment.",4
data/nlqf/9a587ee9-8199-4c57-89a3-f00a9d1b1262.json,http://purl.s-bb.nl/data/9a587ee9-8199-4c57-89a3-f00a9d1b1262,Medewerker teelt (Gewijzigd 2017),"The cultivation employee takes care of the cultivation and harvesting of products and crops. From an executive role, he works in greenhouses or in the open air. He sows, plants or plants the propagating material, supervises the growth and maintains the crop. He also takes care of the supply and removal of the starting material, the harvested product, the necessary auxiliary materials and the necessary machines and equipment. Partly thanks to him, the harvest-ready product has been harvested and is ready for sale. He is also jointly responsible for the follow-up crops by treating the soil or the growing medium for the next cycle.

The most important activities of a Cultivation Employee are: Core task B1-K1 Taking care of the agribusiness product * Ensures the quality of the agribusiness product* Takes care of machines, equipment and technical installations Takes care of company buildings and grounds Takes care of information in the chain Core task P1-K1 Growing product/crop Takes care of cultivation Takes care of harvest",2
data/nlqf/2920112c-102a-469c-9b8b-ba7379b3ab20.json,http://purl.s-bb.nl/data/2920112c-102a-469c-9b8b-ba7379b3ab20,Schoonmaker in verschillende omgevingen,"The cleaner in different environments works for cleaning companies, focused on work in a specialist environment. Both individually and in a team. Central to his work is the cleaning and cleaning of interiors, sanitary facilities, kitchens and floors. Clients of the cleaning company where he works or has been hired by, vary from private individuals and hotels to recreation parks and health institutions. He can work in a variety of locations, mostly indoors. His work can range from cleaning and cleaning to making beds and collecting laundry and crockery. His manager can also use him outside, for example for window cleaning and cleaning a terrace, outdoor smoking area and the outdoor entrance.

The most important activities of a Cleaner in different environments are: Core task B1-K1 Performs basic cleaning activities Prepares basic cleaning activities Performs daily and periodic interior maintenance Performs daily sanitary maintenance Performs periodic sanitary maintenance Performs daily maintenance of hard floors Completes basic cleaning activities Core task P2-K1 Cleans in different environments Prepares cleaning activities Cleans in a special environment Performs outdoor activities Completes cleaning activities",2
data/nlqf/31904cce-aed1-427f-865a-efb7f7c64d84.json,http://purl.s-bb.nl/data/31904cce-aed1-427f-865a-efb7f7c64d84,Scheepswerktuigkundige alle schepen,"The marine engineer all ships works in an international environment and mainly on board a large merchant ship. He performs complex, technical work and is always alert to potentially unsafe situations. In addition, he solves malfunctions. The marine engineer all ships works in conjunction with a large team of officers, crew members and outside companies. He is responsible for performing his own work. He also instructs and supervises colleagues in their work. He is partly responsible for the result of their work.

The most important activities of a Ship Engineer all ships are: Core task B1-K1 Performs the operational tasks at the operational level on ships Controlling the operation of the ship and care for persons on board at the operational level A-II/1 and/or A -III/1 Core task B1-K2 Performs the operational tasks at management level on ships Controlling the operation of the ship and care for persons on board at the management level A-II/2 and/or A-III/2 Core task B1- K3 Performs safety tasks on ships Acts in the event of calamities and accidents on board Manages and is in charge of rescue vessels Provides first aid in the event of accidents on board Organizes firefighting operations on board Recognizes and identifies potential threats Provides security for the ship Core task P6-K1 Performs the technical tasks at operational level A-III/1 on all ships Marine engineering at the operational level Electrical, electronic and control engineering at t he operational level Maintenance and repair at the operational level Core task P6-K2 Performs the technical tasks at management level A-III/2 on all ships Marine engineering at the management level Electrical, electronic and control engineering at the management level Maintenance and repair at the managerial level",4
data/nlqf/fa61b936-28f2-409c-b18e-1c2487fe8d28.json,http://purl.ncpnlqf.nl/data/nl-qualifications/fa61b936-28f2-409c-b18e-1c2487fe8d28,Technische Thuiszorgverpleegkundige,"The TTV is a specialized nurse working in home care. She performs complex nursing-technical actions and thus gives shape to hospital-displaced care. Intravenous therapies, palliative care and sedation and home dialysis are the largest patient groups.

See appendix 2 of the study guide",6
data/nlqf/5c20b061-75ee-4564-94bc-4dad8128e8af.json,http://purl.s-bb.nl/data/5c20b061-75ee-4564-94bc-4dad8128e8af,Woning-/projectstoffeerder,"The home/project upholsterer works within the residential sector, which focuses on home upholstery, project upholstery, furnishing and interior textiles. He often works together with one or more experienced colleagues on location, at the customer or client. The home upholsterer has an executive role. He receives instructions for the execution of an assignment. The upholsterer is accurate and knowledgeable. He is focused on providing service and quality to the customer and client. During his work he is alert to the interests of customers and companies. He carries out his work in compliance with company, working conditions, environmental, safety and quality rules. He ensures that the safety of himself and others is not compromised, despite the pressure. He also ensures a safe working environment. He works well together and communicates with colleagues, managers, customers and clients.

The most important activities of a Home/project upholsterer are: Core task B1-K1 Performs pre-treatments to the floor Prepares the application of the subfloor Checks the work floor Prepares the work floor Lays the subfloor Core task B1-K2 Lays the floor covering Prepares the laying of floor covering Installs the floor covering Delivers the floor covering Core task B1-K3 Installs window coverings and interior sun blinds Prepares the installation of window coverings and/or interior sun blinds Confirms the window coverings and/or interior sun blinds Delivers the window coverings and/or interior sun blinds",2
data/nlqf/84cad4f8-c956-4c9e-9e50-e69518973f4b.json,http://purl.s-bb.nl/data/84cad4f8-c956-4c9e-9e50-e69518973f4b,Eerste autoschadehersteller (Gewijzigd 2023),"The first auto body shop carries out replacement and repair work on structural parts of conventional bodies and complex vehicle systems. In addition, he/she is also involved in diagnosing vehicle components and adjusting vehicle systems. He/she makes an assessment of his/her activities, chooses a good repair method and discusses this with the manager who leads to the most quality-oriented solution. He/she solves bottlenecks as much as possible himself and he/she sets the right priorities. The first car body repairer works independently, is responsible for the proper performance of his work, and is free to make choices about the performance within the work. He/she is accountable to the manager for the progress of his/her work.

The most important activities of a First Car Body Repairer are: Core task B1-K1 Performs replacement and repair work on non-structural parts of vehicles Prepares for disassembly, replacement and repair work (Dis)assembles and/or replaces non-structural body parts of vehicles Repairs bodywork damage to non-structural parts of vehicles Checks the (dis)assembly and/or replacement and/or repair work and completes the work assignment Core task B1-K2 Replaces and/or repairs (parts of) vehicle systems Determines whether there is damage to (parts of) vehicle systems (Dis)assembles and/or replaces and/or repairs (parts of) vehicle systems Core task P2-K1 Performs replacement and repair work on structural parts of conventional bodyworks Prepares replacement and/or repair work on structural parts of conventional bodyworks front Replaces structural body parts of conventional bodies ies Repairs body damage to structural parts of conventional car bodies Core task P2-K2 Repairs and/or replaces (parts of) complex vehicle systems Diagnoses components of vehicle systems Repairs and/or replaces (parts of) complex vehicle systems Adjusts complex vehicle systems",3
data/nlqf/da886582-4f5d-4d02-ade2-69de29ec4aab.json,http://purl.ncpnlqf.nl/data/nl-qualifications/da886582-4f5d-4d02-ade2-69de29ec4aab,"Voorbereidend middelbaar beroepsonderwijs (vmbo) profiel economie en ondernemen - leerwegen BB, KB en GL","VMBO is a general education and prepares students for basic vocational training (level 2), vocational training (level 3) and middle management training (level 4) in secondary vocational education (MBO). After the lower years (the first two years of study) or immediately at the start of the course, a pupil chooses one of the four learning paths. The four learning paths offered are: the basic vocational learning path (BB) the intermediate vocational learning path (KB) the mixed learning path (GL) the theoretical learning path (TL) The basic vocational learning path prepares pupils exclusively for basic vocational training (level 2) in MBO. The senior vocational track prepares students for vocational training (level 3) and middle management training (level 4) in senior secondary vocational education. The mixed learning track and the theoretical learning track also prepare students for vocational training (level 3) and middle management training (level 4). These learning paths also offer the opportunity to move on to higher general secondary education (HAVO). There is a choice of 10 profiles within the basic vocational, senior vocational and mixed learning paths. The education and examination package in the learning paths BB, KB and GL consists for each profile of: a common part, which is the same for all profiles a profile part, which is characteristic for that profile a free part, which consists of chosen by the student subjects and other program components The final exam consists of two parts, the school exam and the central exam. The Ministry of Education, Culture and Science (OCW) determines the examination programs for the entire final examination. It states what the exam material is and how the exam material is divided between the school exam and the national exam. The profile assignment is part of the school exam of the mixed (and theoretical) learning track. With the assignment, the student shows that he has sufficient knowledge, insight and skills that are important for the profile. The final exam includes a compulsory math test. The math test is separate from the math subject. The math test determines whether the student has sufficient understanding, knowledge and skills of math.

",2
data/nlqf/016d3467-4518-4353-afda-8f3f36dc0773.json,http://purl.s-bb.nl/data/016d3467-4518-4353-afda-8f3f36dc0773,Procesoperator B (Gewijzigd 2022),"The entry-level professional works in a wide variety of sectors within the process industry. This means that the context and work setting can vary greatly. He works independently on an automated process in which parts of the production process are integrated to a greater or lesser extent and are related to each other. He works on a wide variety of control and operating equipment, ranging from machines to a central control room. He is vigilant and takes action in deviating circumstances, so that the continuity of the process is guaranteed. He translates the problems that arise into the consequences for other processes. The process operator B can deal with a wide variety of processes, equipment, raw materials and products. He also monitors the planning and instructs employees. He acts proactively and strives for quality improvement. He works with safety, quality and environmental awareness and is aware of the risk of failure.

The most important activities of a Process Operator B are: Core task B1-K1 Controls the production process Prepares the production process Operates equipment Monitors process progress Performs quality checks on process and/or product Maintains equipment Completes production process Core task P3-K1 Monitors the automated process Performs measurements Controls the automated process Optimizes process and/or product Monitors planning",3
