file,uri,title,knowledge,skills,competence,eqf_level_id,isced_code
data/myh.se/17c7a9cc-12c7-466c-ab9f-5351d90bc13c.json,https://www.myh.se/kvalifikationer?id=17c7a9cc-12c7-466c-ab9f-5351d90bc13c,Specialist nurse - Elderly health and ill-health,"After completing the education, the student must have knowledge of 1. normal aging from a social, physical and psychological perspective at an advanced level 2. age-related diseases and their symptoms, reactions and changes in disease states at an advanced level 3. changed conditions in connection with acute illness on advanced level, 4. treatment of various somatic and mental illnesses with an emphasis on nursing at an advanced level 5. preventive and health-promoting efforts at an advanced level 6. documentation, quality, quality development and evidence-based approach at an advanced level 7. laws and regulations applicable to personnel within health care at an advanced level 8. ethical principles in a diversity perspective when caring for the elderly at an advanced level 9. risks in drug administration and different side effects of drugs at an advanced level 10. the importance of cooperation between different professions and care efforts to maintain continuity in the care chain at advanced level 11. how a professional approach supports the individual's independence, self-determination, influence and participation at a deeper level 12. person-centred care in dementia at a deeper level 13. communication and conversation techniques in guidance and supervision","After completing the education, the student must have the skills to 1. Apply in-depth knowledge in gerontology and geriatrics 2. Act in the event of changed conditions in connection with acute illness on an in-depth level 3. Participate in the treatment of various somatic and mental illnesses with an emphasis on nursing an advanced level 4. Be able to work with health-promoting person-centered efforts and rehabilitation at an advanced level 5. Work with documentation, quality, quality development, safe care and evidence-based approach at an advanced level 6. Act in accordance with laws and regulations applicable to personnel in the health care at an advanced level 7. Implement ethical principles in a diversity perspective when caring for the elderly at an advanced level 8. Manage existing medicines, medical equipment and take into account applicable safety regulations at an advanced level 9. Cooperate between different professions and care efforts to maintain continuity in the care chain at an advanced level level 10. Ag era with a professional approach that supports the individual's independence, self-determination, influence and participation at a deeper level 11. Work with person-centred care in dementia at a deeper level 12. Communicate and use conversational techniques in guidance and supervision","After completing the education, the student must have the skills to 1. Apply in-depth knowledge in gerontology and geriatrics to provide person-centered nursing and care on an in-depth level 2. Assess changed conditions in connection with acute illness on an in-depth level 3. Treat various somatic and mental illnesses with an emphasis on nursing at an advanced level 4. Establish planning with health-promoting person-centered interventions and rehabilitation from a sales approach at an advanced level 5. Choose the application of documentation, quality, quality development, safe care and evidence-based approach at an advanced level 6. Assess interventions and act in accordance with laws and regulations applicable to personnel in healthcare at an advanced level 7. Evaluate ethical principles in a diversity perspective when caring for the elderly at an advanced level 8. Assess the handling of existing medicines, medical equipment and take into account applicable safety regulations in a advanced level 9. Propose collaboration between different professions and care efforts to maintain continuity in the care chain at a deeper level 10. Value and act with a professional approach that supports the individual's independence, self-determination, influence and participation at a deeper level 11. Assess application with person-centered nursing care for dementia at an advanced level 12. Choosing ways to communicate and using conversation techniques in guidance and supervision 13. Reflecting on and evaluating one's own work effort from a salutogenic perspective at an advanced level",5,913
data/myh.se/c8a1b6a7-d130-40ce-bd1c-5661645c760e.json,https://www.myh.se/kvalifikationer?id=c8a1b6a7-d130-40ce-bd1c-5661645c760e,Safety and security coordinator,"Below is shown what knowledge the student acquires linked to the respective included course in the education. After completing the education, the student must have knowledge of/in... 1. The history and development of the security and safety industry, basic terminology and the current security situation nationally and internationally. 2. Systematic work with risk, crisis and continuity management incl. suitable methods and tools for analyses, plans and exercises. 3. Methods and tools for project management. 4. Methods for crime prevention and safety-creating measures. 5. Business acumen, investment calculations and budget management of security and safety work. 6. Situational leadership, group dynamic processes, conflict management, communication and presentation techniques. 7. Event security including Crowd Management and Crowd Control. 8. Security law, procurement, contract law and contract law. 9. The requirements and purpose of the Swedish security protection legislation. 10. Safety and security before, during and after employment, incl. Security Awareness and Social Engineering. 11. Physical security, including burglary protection, safe passage, fire protection, insurance conditions and the Protection Act. 12. Application of acquired knowledge through LIA period 1. 13. Information management and classification, Management system for information security (LIS), and IT and cyber security. 14. Investigation of incidents and crimes, as well as appropriate legal sanctions. 15. The concept of sustainability and the 17 sustainability goals that have been globally agreed and established by the UN. 16. Application of acquired knowledge through LIA period 2. 17. Application of acquired knowledge through final thesis.","Below is shown which skills the student acquires in connection with the respective included course in the education. After completing the education, the student must have skills in... 1. Monitor the environment and analyze the impact of safety and security trends on society, organization and individual. 2. Carry out risk and vulnerability analyses, develop crisis plans and continuity strategies, as well as hold trainings, exercises and tests in the area of risk, crisis and continuity management. 3. Plan and manage safety and security projects. 4. Work across borders with safety-creating measures. 5. Argue for safety and security work based on profitability, calculate costs and demonstrate Return on Investment (ROI). 6. Flexibly adapt leadership and communication based on needs and requirements. 7. Plan and project customized security solutions for start-up, execution and evaluation of events. 8. Apply relevant legislation and other requirements within the framework of safety and security work, as well as work with procurements and tenders. 9. Establish adequate and adapted security protection based on the needs of the business. 10. Develop and implement personnel safety in the workplace from the perspectives before, during and after employment. 11. Require the purchase of physical security solutions. 12. Apply knowledge gained through LIA period 1. 13. Correctly classify, manage and store information, ensure its confidentiality, accuracy, availability and traceability, and introduce an Information Security Management System (LIS). 14. Investigate incidents and crimes, hold conversations with suspects and cooperate with other actors to find correct penalties. 15. Integrate economic, social and environmental sustainability in safety and security work. 16. Apply acquired knowledge through LIA period 2. 17. Apply acquired knowledge through final thesis.","Below is shown which competencies the student acquires in connection with the respective included course in the education. After completing the education, the student must have competencies to independently/responsibly to/ability to... 1. Work with environmental monitoring and analysis regarding the political situation, public administration, threats, crime and other things that affect the security situation in Sweden and internationally. 2. Identify and analyze risks, implement action plans and run adapted crisis and continuity work within the business. 3. Conduct different types of safety and security projects based on its added value, available resources and set goals. 4. Work systematically with crime prevention and safety-creating measures. 5. Budget and financially follow up the safety and security work. 6. Lead and communicate in the role of safety and security coordinator. 7. Apply tools and processes in order to streamline resource use and understand consequences in connection with events. 8. Create and understand procurement documents and agreements as a client and supplier, and be able to apply legislation in their professional role. 9. Work systematically with safety protection based on requirement fulfillment and needs. 10. Work systematically with personnel safety for a safer workplace for both employees and employers and other stakeholders. 11. Work systematically with physical security, as well as set requirements and act as a client for relevant services. 12. Carry out assigned tasks at selected operations within the framework of LIA period 1. 13. Work systematically with information security. 14. Conduct investigative work for both incidents and crimes. 15. Pursue sustainability issues as an integral part of their professional role. 16. Carry out assigned tasks at selected operations within the framework of LIA period 2. 17. Conduct a degree project incl. information gathering, analysis and written/oral presentation of a proposal based on own research.",5,1039
data/myh.se/72d87305-63a2-41b5-a809-9dd96de384a2.json,https://www.myh.se/kvalifikationer?id=72d87305-63a2-41b5-a809-9dd96de384a2,Construction engineer,"1. Terms and concepts within logistics and within the construction and construction process 2. All phases of the project planning, agreements, construction documents, purchasing, resource calculations, follow-up, management and AMA 3. Operation and maintenance concepts and ÄTA 4. Economic-technical calculations, calculations and calculation methods, procurement and compensation forms and tenders 5. Construction law laws, agreements. Purchasing law, LOU, work environment requirements, quality and environmental systems, laws and regulations that apply to the industry, AB 04, ABT06 as well as labor law and collective agreements 6. IT tools-calculation and planning tools for time, personnel and materials 7. Communication-oral and written in Swedish and Eng 8. Time planning - measurement concepts for working hours, timetables, activity calculations and cyclical planning 9. Production methods and method selection 10. The professional role's quality tools and quality processes 11. Work environment legislation and basic requirements regarding the design of the workplace from a work environment perspective","1. To perform qualitative quantity calculations 2. To establish code plan/WBS for efficiently structured projects 3. To establish structure time plans 4. To calculate activities' manpower, establish manpower charts 5. To establish production calculation, assess uncertainty factors 6. To describe property management and establish maintenance plans 7. To assisting the manager with management, planning, work preparation, project follow-up 8. To prepare purchasing and delivery plans 9. To apply knowledge of work environment legislation in daily work 10. To carry out cost calculations and reasonableness assessments. 11. To carry out and document supplier evaluations/follow-up 12. To carry out purchasing and reception control 13. To draw up tender calculations and create tenders based on request documents 14. To describe the progress of the building and construction process 15. Communicate orally and in writing within the work area in English. 16. Present time and resource plans","1. Be able to work as a contract engineer in the construction industry. 2. Manage current regulations. 3. Take on new knowledge and be responsible for personal skill development 4. Manage IT tools for calculation, purchasing and planning. 5. Independently prepare planning documents, tender and production calculations. 6. Produce calculations, forecasts and cost analyses. 7. Plan construction projects (time, materials and personnel). 8. Lead daily activities towards set project goals. 9. Perform financial reconciliations, budgets, calculate the project's results and profitability. 10. Based on work environment legislation, be able to identify risks and be able to draw up an action plan 11. Plan and carry out purchases and write agreements. 12. Take responsibility for and develop both personnel and processes within construction and construction. 13. Communicate and collaborate with relevant parties in construction or civil engineering projects in Swedish and applied English. 14. Work with quality assurance and ensure that set goals are achieved",5,732
data/myh.se/55e2b10a-c7cf-48f7-9ba1-b54bb937528c.json,https://www.myh.se/kvalifikationer?id=55e2b10a-c7cf-48f7-9ba1-b54bb937528c,Certified welder with qualified skills,"1 The welding methods TIG, MIG/MAG, MMA and their areas of application 2 Arc technology 3 Mechanized and robotic welding 4 Material properties and its effect on heat 5 Quality requirements for welding according to ISO, EN, SS and ASME. 6 Health, environment, ergonomics and safety in welding work 7 The production process (Alt: the manufacturing process incl. Lean production) from detail to finished welded construction. 8 Technical English for international welding work. quality work and certification.","1 Plan and perform qualified welding in the energy sector, offshore and industry in different materials and with different methods. 2 Work individually and in work teams, based on given instructions 3 Make your own drawings and read drawings 4 Read and be able to explain a WPS (welding data sheet).",1 Make independent assessments in areas where high demands are placed on accuracy and quality. 2 Assess whether the work meets statutory environmental requirements and the requirements of the industry 3 Make financial impact analyzes 4 Make relevant risk assessments before starting work 5 Be able to handle customer contacts and thereby communicate about and complete orders,5,715
data/myh.se/12a1b885-d1ea-49a7-99b3-64f0cda16af3.json,https://www.myh.se/kvalifikationer?id=12a1b885-d1ea-49a7-99b3-64f0cda16af3,Accounting economist,"1. structure and function of various financial systems 2. financial flows from orders, orders, accounting to financial statements 3. entrepreneurship from a business perspective with subsequent control and analysis 4. legal communication vis-à-vis customers, suppliers and auditors 5. accounting services in the areas - finance, taxation and declaration 6. the entrepreneur's role and interaction in society 7. accounting principles, legal rules, sustainability reporting and standards that comply with good accounting practice 8. profitability assessment, liquidity planning, financing, financial planning and budgeting 9. accounting, financial management and auditing in the state, municipal and private sectors 10. framework and standard for accounting in the public sector 11. Swedish Accounting Standards' recommendations to ensure quality in the professional role 12. project management, report writing and opposition with elements of the English language 13. industry rhetoric, presentation and argumentation","1. use industry-specific business systems 2. formulate abstracts in English and run projects 3. apply basic principles, laws and standards that form good accounting practice 4. carry out accounting of business events, draw up interim financial statements and annual accounts in accordance with laws and Swedish accounting standards 5. explain the connection between the company's financial statements, possibilities for tax provisions 6. work with profitability assessment, financing and governance 7. speak and understand the most common English concepts in accounting 8. describe and handle financial instruments and company transfers 9. explain the right of association, company form, shareholder's right of decision and vicarious liability 10. draw up agreements, contracts and legal documents 11. explain the structure and function of the tax system 12. perform declarations and tax calculations 13. solve commercial and tax legal problems 14. communicate with correct language, make engaging presentations","1. apply situational leadership and make economic terms comprehensible to a ""non-economist"" 2. independently perform declarations and tax calculations for private individuals and businesses 3. identify, analyze and draw up agreements, contracts and other legal documents 4. independently manage and use industry business system appropriate 5. independently identify, analyze and resolve tax matters for various forms of company, manage tax calculations 6. independently create and analyze calculations and budget models and manage the entire financial management process 7. independently prepare and implement relationship-promoting, elaborate and selling presentations",5,411
data/myh.se/067c9f4e-083e-465a-9b91-50688fb244ad.json,https://www.myh.se/kvalifikationer?id=067c9f4e-083e-465a-9b91-50688fb244ad,Coachman training in Working Horse Driving,"1. The importance of the horse and driving in a historical perspective. 2. The art of driving as a living part of our culture and how horse-driven technology can be adapted for modern use in forest and soil, society, park and garden. 3. Use of working horses and how it affects factors such as usability, cultural heritage and market. 4. Entrepreneurship with working horses and in-depth knowledge of horses related to breed, function and different areas of use. 5. The industry's organizations and laws and regulations that apply to entrepreneurial companies with horses. 6. Business finance, bookkeeping, reporting as well as taxation and procurement. 7. The connections between biological, ecological and technical processes and their application in forestry and horse farming. 8. Maintenance of the facility and surrounding areas as well as repairs and maintenance of horse muzzles, tools and carriages. 9. The tourism industry's conditions, hosting and customer adaptation. 10. Pedagogy and leadership with a focus on horse operations.","1. Drive working horses with various implements and carts in parks, forestry and agriculture as well as in event and mission driving. 2. Keeping, training, driving and training horses of different types and temperaments for different areas of use in business as a working horse contractor. 3. Adapt equipment and work to the horse's physiological status and that ethical, safety and animal welfare aspects are carefully considered. 4. Maintain facilities and stables in a professional manner with special emphasis on ergonomics and safety. 5. Insights into and skills in driving with horses of varying age, type and temperament in different types of work. 6. Plan horse operations with regard to financial long-termism and sustainability. 7. Lead and instruct staff and customers 8. Communicate commitments and solutions regarding working horse driving in the professional role as forestry and working horse entrepreneur in Swedish as well as in another language","1. Plan, implement and evaluate various contracting assignments with horses within the framework of your own company. 2. Justify efficient and safe working methods, routines and financial considerations with regard to the well-being of horses and the safety and working environment of drivers. 3. Understand and anticipate horses' behaviors, their reaction to work, different management measures and environments. 4. Create, process and develop business ideas for horse entrepreneurs taking into account the market, financing and other factors that can affect the small business's development possibilities. 5. Put the correct handling of the horse in the center. 6. Maintain good hospitality with customized product development for horse tourism as well as for municipalities, nature conservation administrations, forest owners and other stakeholders. 7. Lead others in the daily work at facilities and stables with an emphasis on ergonomics and safety. 8. Start and run a small business with special emphasis on contracting with horses.",5,811
data/myh.se/cdaea73b-fed5-4cbf-9183-0a7fe7faf3aa.json,https://www.myh.se/kvalifikationer?id=cdaea73b-fed5-4cbf-9183-0a7fe7faf3aa,Flight engineer,"• aeronautical subjects and general subjects which, according to EASA's target document, are required to be able to fulfill the advanced knowledge and examination requirements according to part-66. • aircraft construction, function and mode of action • the complex interaction between humans and the increasingly advanced technology, human factors. • safety regulations, inspections, analyses, diagnostics and aviation regulations and their application. • information technology and its use in the aeronautical field, what is required according to law and regulations in terms of functionality regarding aircraft equipment and service equipment. • current research and development issues in the aeronautical field. • the area's established methods for knowledge development in the aeronautical field. • Taking responsibility for managing the development of individuals and groups at work.","• function independently as a flight technician in a maintenance organization. • independently apply their knowledge in the aeronautical field. • orally and in writing give an account of and discuss information, problems and complex solutions in dialogue with different groups. • understand one's own behavior, and that of others, in order to communicate with colleagues in a safe and efficient manner, even under pressure. • carry out service, maintenance, repair, modification work and quality assurance so that it meets the national as well as the international established requirements from EASA and the Swedish Transport Agency. • obtain information through manuals, instructions, descriptions and instructions.","• develop the ability for quality technical thinking and action. • acquire deeper insight into safety regulations, inspections, analysis and diagnostics as well as aviation regulations of various kinds and their application. • further develop the ability to observe and analyze social conditions in the workplace. • acquire, value and apply deeper knowledge of new technology, occupational conditions and workplace environmental issues and their variability in aircraft maintenance. • function as a social individual in interaction with others regardless of gender, age and ethnic background. • ability to consciously adapt one's leadership so that it benefits the current situation and task. The student must also be an effective group member by having the ability to move in and out of different roles depending on the group's other members and current tasks, as well as take responsibility for managing the development of individuals and groups in the work. • to solve problems that arise in an aeronautical environment.",6,716
data/myh.se/87c73703-99d4-40f2-97b1-690bc9bd9ad7.json,https://www.myh.se/kvalifikationer?id=87c73703-99d4-40f2-97b1-690bc9bd9ad7,Medical podiatrist,"Assessment, planning, execution, evaluation and documentation of foot therapy from a medical perspective Pathology Examination methods Treatment methods Relief and soles Foot therapy from a holistic perspective Clinic interior design, equipment and care Human behavior The importance of communication in the practice of the profession Development work/in-depth work in medical foot therapy Business planning for own business Financial flows present in an organization Lower extremity anatomy Physiology and biomechanics Factors affecting foot health","Treat patients and customers in a good and dignified manner Be able to assess, plan, perform, evaluate and document foot therapy from a medical perspective Carry out all stages of the medical foot therapy Equip the clinic with the right interior and manage it including technical equipment in a correct, hygienic and economical manner sound way In a qualified way, be able to keep a journal","Responsible and independent work as a medical podiatrist and run activities in health care as an employee or with the ambition to work in your own company. Work according to proven method, science and experience. Adequately assess current foot status and thereby carry out efforts aimed at providing the customer/patient with good foot health in the best way.",5,913
data/myh.se/73c58520-6f6c-4f6a-aaa0-27402e75728d.json,https://www.myh.se/kvalifikationer?id=73c58520-6f6c-4f6a-aaa0-27402e75728d,"Logistics, work management and multi-party logistics","1. transport equipment, logistics equipment, logistical aids with the goal of reducing the environmental impact in the long term through sustainable development as a basis. 2. flow optimization, sustainable development and cost-effective logistics solutions 3. the impact of lead time on inventory levels and capital tie-up and its impact on the business's profitability and set environmental goals 4. the impact of production layout and control methods on material flow 5. the various processes in the logistics flow to, in and from a distribution warehouse. 6. the different delivery service concepts (customer value) 7. about the new sustainability report, also GDPR and how to keep up to date with laws/regulations 8. how a lack of quality and risk negatively affects the warehouse and increases the environmental burden in the short term 9. how the choices of transport logistics solution risk increasing the environmental impact and what can be done to reduce the environmental impact 10. economic take-home quantity for a product 11. a modern business system is structured in principle 12. how digital support systems can make processes administratively and functionally more efficient 13. ethics & morals and CSR when establishing third-party logistics agreements 14. labor law laws required by a leader/manager","1. demonstrate the financial impact of a logistical change on the balance sheet and income statement and what impact it has on sustainable development 2. master several different models for operational improvements 3. describe the total logistics flow (Supply Chain) for a product 4. propose concrete measures to improvements in a layer map material flow, capital tie-up, equipment and to minimize the environmental burden 5. suggest the choice of transport solutions when procuring transport and also intermodal solutions aimed at reducing the environmental impact 6. propose the choice of an environmentally correct mode of transport when procuring transport and also intermodal solutions 7. use the Q3 procurement tool for ""Fair Transport"" 8. analyze and segment and propose changes to the placement of materials in a warehouse using the ABC method. 9. draw process flows in connection with the implementation of a quality system 10. master different types of communication and work motivation that a leader needs 11. carry out distribution control and route planning using simpler models.","1. propose an improvement in transport logistics that steers the customer towards environmentally better alternatives where reduced climate impact is the focus 2. propose an improvement in logistics that provides customer value and is an environmentally sound choice 3. given a focus on sustainable development, describe, measure, analyze and propose improvements with a sustainable development perspective and which are quantified in money for an information flow 4. describe, measure, analyze and propose improvements with a sustainable development perspective and which are quantified in money for a physical flow 5. plan flow, layout and equipment in a small and medium-sized warehouse. 6. outsource part of the logistics flow to a third-party company with a sustainability focus, in a safe way 7. as project manager, implement a customer who wants to buy third-party services from the company. 8. run a project and present in writing and orally 9. carry out a request for quotation and procurement of storage equipment or transport including delivery terms (Incoterms) and investment calculation 10. analyze and create an action plan for problem and crisis management by own staff 11. lead and be a supervisor for a smaller group",5,419
data/myh.se/6f6beb73-ce73-44cd-a87c-5d77f08e24d2.json,https://www.myh.se/kvalifikationer?id=6f6beb73-ce73-44cd-a87c-5d77f08e24d2,Specialist Nurse Mental Illness/Nurse,"After completing the education, the student must have specialist knowledge to • Support people with mental illness to recovery and participation • Identify, manage, discuss and take a position on various ethical issues and dilemmas in the field • Respond to people with mental illness and their relatives to create conditions for • rehabilitation and recovery • Identify and analyze treatment methods and justify the choice of method as well as hold a dialogue with the user and their relatives regarding the choice of method • Seek support in research for the choice of method • Be responsible for supervision and teaching of staff in the specialist area • Use different methods for communication and conversation","After completing the education, the student must have skills in • Mental illness from a socio-cultural perspective • The situation of loved ones • Psychiatric illness, its causes, symptoms and treatment as well as cognitive impairments • How knowledge transfer and supervision is carried out at work • Different conditions for recovery and rehabilitation • Ethical dilemmas in the relationship to mental illness • Evidence-based methods • The importance of communication, dialogue, participation and a recovery-oriented approach • Documentation, quality assurance, quality deficiencies and improvement measures • Different forms of motivational and supportive conversations • Skills in communicating commitments and solutions within a work or study area of English","After completing the education, the student must have competencies to be responsible for and independently • Document in accordance with law and regulation and based on individual needs and resources • Communicate and converse • Work from an evidence-based and salutogenic approach • In dialogue, develop support measures with the aim of reaching the individual goals • Supervise colleagues • Create participation for the affected person and their relatives in planning and goal formulation of interventions • Work based on a recovery-oriented and rehabilitative approach • Analyze and reflect on the treatment of the individual",5,913
data/myh.se/7a66f0b0-a168-4370-8b2a-93d8960f2548.json,https://www.myh.se/kvalifikationer?id=7a66f0b0-a168-4370-8b2a-93d8960f2548,Qualified additional training for professional farriers,"1 in-depth knowledge of principles that affect the performance of physiological action/shoeing regarding the lower leg, anatomy, physiology, exterior and biomechanics as well as the importance of other factors for the horse's movement and the physiological performance of the fitting. 2 knowledge of hoof diseases regarding cause, symptoms, treatment and prognosis as well as orthopedics and the therapeutic effect of orthopedic fittings in consultation with a veterinarian, trainer or other client. 3 about the development from foal to adult horse regarding hooves and leg positions 4 about foal orthopedics and foal correction and which accepted methods can be used for this purpose 5 about hoof repairs 6 good knowledge of infection control, zoonoses care hygiene and constitutional knowledge 7 good knowledge of authority and animal welfare legislation","1 apply and analyze the factors that affect the performance of hoof care 2 perform physiological hoof care during convalescence, work, training and competition 3 manufacture and adapt sick fittings and orthopedic fittings 4 manufacture individually adapted fittings 5 repair hoof cracks, hole walls and other defects in the horn capsule 6 independently and in consultation with a veterinarian remedy common hoof diseases 7 write referrals, certificates and keep records in accordance with the authorization legislation 8 carry out infection prevention cleaning of own person, equipment and vehicle 9 take correct measures to correct incorrect leg positions in foals and young horses","1 analyze one's own work and communicate this in speech and writing 2 be able to work according to science and well-proven experience 3 After consultation with a veterinarian, independently remedy various hoof diseases and orthopedic conditions and manufacture appropriate fittings",5,811
data/myh.se/3b1da885-95a2-4325-a0f0-1abc54b6c396.json,https://www.myh.se/kvalifikationer?id=3b1da885-95a2-4325-a0f0-1abc54b6c396,Designer/product developer with 3D skills,"* specialized knowledge in design and product development as well as pattern construction * good design and how to find your own design language * specialized knowledge in the CLO3D computer program * the entire product chain - from idea to finished product and manufacturing, on an advanced/advanced level * how to work to reduce the environmental impact at all levels and have basic knowledge of environmental and quality assurance * the principles and structure of clothing technology communication * presentation technology, production of product covers * how to work with improving the fashion industry's environmental impact and digital opportunities globally where environmental perspectives and cost effectiveness are taken into account.","* creatively and innovatively work from idea to finished product and see the connections in the entire production chain * develop products and carry out a specific task and solve the problems that arise * produce garment sketches and construct desired models, perform pattern construction and grading with various existing size series, produce a virtual first sample, carefully determining the fit, testing on the avatar, finding the right method, material and technology to manufacture the product, making a presentation of the product - all through the 3D software CLO3D * choosing the right material for the product * choosing environmental production","* work independently from idea to finished product * have an in-depth understanding of the entire production chain and be prepared to constantly seek new opportunities to further broaden and deepen skills * project lead a design team during product development * advanced skills to develop products , patterns, gradations and presentation materials in the 3D tool CLO3D * independently responsible for fit work in 3D technology, develop graded models through measurement tables, size systems ' independently based on an order plan and prepare for production, produce materials, measurement lists and instructions for different product groups * independently analyze and evaluate technical product sketches for the clothing industry * independently, responsibly and in collaboration with others contribute to strengthening and developing work with sustainability, CSR and the environment * ability to collaborate and discuss with all links in the production chain - also in English",5,212
data/myh.se/6ec8d045-90b2-4798-9c42-d456a63c2ac1.json,https://www.myh.se/kvalifikationer?id=6ec8d045-90b2-4798-9c42-d456a63c2ac1,System developer .NET,• Programming with C# and the .NET framework • Development with web technologies • Object-oriented programming techniques • Frameworks/libraries/application programming interfaces (APIs) for developing applications • Methods for requirements management • Application and system development • Testing • Database technology • Agile methods for system development • Methods for knowledge development in the area,"• Apply syntax for C#/.NET/HTML/CSS/JavaScript • Plan for, construct and test object-oriented programs • Develop web and Windows applications • Work in and lead agile projects • Identify, formulate, analyze and solve complex system development-related problems • Communicate commitments , problems and solutions with customers and other stakeholders in Swedish and a foreign language","• Independently responsible for developing customer-adapted solutions • Independently assess technical solutions • Independently determine and critically evaluate solutions • Collaborate with customers, employees and other stakeholders • Assess and manage requirements of various kinds, changing priorities and rapid changes • Assess own and other people's competence and being able to develop both oneself and other people at work",5,610
data/myh.se/aff2490e-75ea-44a4-aba6-ac8c343bd252.json,https://www.myh.se/kvalifikationer?id=aff2490e-75ea-44a4-aba6-ac8c343bd252,System developer DevSecOps,"Knowledge of object-oriented programming and scripting. Knowledge of SQL, database technology and container technology. Knowledge of agile project methodology, devops methods and secure programming. Knowledge of CI/CD and vulnerability scanning. Knowledge of configuration, automation and virtualization. Knowledge of operating systems, their structure and function and Active Directory. Knowledge of authentication, authorization levels & data classification as well as routines and handling of software updates for good security compliance. Knowledge of baselines, Remote Access, firewalls and virus protection. Knowledge of network devices, NTP, wireless access points, network encryption and hashing, routers and switches and configuration of DNS, PKI and certificates. Knowledge of network APIs, network traffic, IDS, IPS and gateways. Knowledge of cloud-based models and services as well as typical risks, attacks and vulnerabilities for cloud and hybrid solutions. Knowledge of DOS variants and graphical user interfaces. Knowledge of fingerprinting and network scanning. Knowledge in industry and environmental monitoring. Knowledge of adjacent professional and competence areas. Knowledge of relevant tools, concepts and methods for increased gender equality and equality in the classroom, at LIA and in the workplace.","Skills in developing, reviewing and analyzing secure object-oriented code. Skills in applying agile project methodology and within devops. Skills in ensuring project goals according to continuous development and delivery. Skills in securing and updating environments and operating systems for hardening and mitigating risks and vulnerabilities. Skills in analyzing routines and work processes and preventing risks and applying safety measures. Skills in automating processes and applying configuration tools. Skills in modeling, validating and verifying databases. Skills in applying container technology and orchestration tools. Skills in installing, configuring and administering virtual systems. Skills in implementing and testing security measures in network, cloud and hybrid environments. Skills in implementing and monitoring secure communications and network traffic over connected devices and wireless networks. Skills in using scripting to detect and protect against network attacks and to simplify, streamline and automate security frameworks. Skills in implementing and maintaining secure communication and data storage in web services. Skills in testing and identifying web-based threats, vulnerabilities and intrusions. Skills in professionally communicating commitments, problems and solutions in the field in both Swedish and English. Skills in actively working for diversity and inclusive workplaces.","Competencies to work with DevSecOps within IT infrastructure and system development. Competence to program in object-oriented code in system application development. Competence to work agile and with devops in project teams and develop solutions with project responsibility. Competencies to develop, adapt, test and secure system solutions for different IT environments and platforms. Skills to analyze, harden and test security to reduce risks and vulnerabilities. Competencies to analyze and evaluate security of operating systems, networks, applications and devices. Ability to propose interaction with databases. Scripting skills to perform secure code review and propose and apply actions. Competencies to evaluate security tools in order to monitor and detect intrusion attempts. Competences to absorb new knowledge and be responsible for one's own competence development, further learning and professional development.",5,610
data/myh.se/0d15f7cf-8202-4f73-aaf5-b2e8e39e9fb7.json,https://www.myh.se/kvalifikationer?id=0d15f7cf-8202-4f73-aaf5-b2e8e39e9fb7,Certified production technician,"1. Specialized knowledge within theoretical and practical production engineering work and customer order-driven production, production economics, calculation models, the work environment law, work environment work and how to improve ergonomics in a work area. 2. Knowledge of work processes and quality criteria within clock studies advantages, disadvantages, frequency studies, preparation and balancing of production processes, the work method Sequence-based Activity o Method analysis. (SAM) 3. Knowledge of project methodology as a work process and what is required to run/participate in a production engineering project as well as account for quality criteria for the Plan, Execute, Study, Act (PGSA) work method and the design of work instructions. 4. Knowledge of and overview of adjacent professional and competence areas, such as Lean tools and their areas of use, as well as how these are used in, for example, project work with set-up time efficiency SMED, 5S, value flow analysis, visual control, FMEA and failsafe (Poka Yoka)","1. Plan, execute and identify resources to perform specialized tasks within clock studies including performance assessments, carry out SAM analyzes according to the MTM association's regulations, use Avix for preparation and balancing of production processes, perform frequency studies. 2. Analyze production processes with customer order-driven products to solve complex problems in the areas of production technology and create work instructions that meet the requirements for standardized work and perform error proofing. 3. Communicate commitments and solutions regarding production technical problems using Lean tools, identify resources required for specialized tasks in the area o use the Plan, Implement, Study, Act (PGSA) work method, participate in work with DFA as a tool. 4. Solve complex problems in production technology with various tools to systematically and fact-based improve or develop production processes and utilize resources in terms of quality.","1. Independently treat theoretically and practically and together with others perform, analyze and evaluate SAM analyzes according to the MTM association's regulations in order to develop and streamline production processes. 2. Take responsibility for and lead project sections so that change orders are implemented in a systematic and quality-assured manner and to review work instructions, preparations and balances so that they meet the requirements for standardized work. 3. Monitor and follow projects within production engineering work so set goals can be achieved with regard to work environment and ergonomics.",5,715
